"type","value","source"
"domain","achievenmtynwjq.shop","Mandiant"
"domain","allocatinow.sbs","Mandiant"
"domain","authorisev.site","Mandiant"
"domain","bassizcellskz.shop","Mandiant"
"domain","carrtychaintnyw.shop","Mandiant"
"domain","celebratioopz.shop","Mandiant"
"domain","chickerkuso.shop","Mandiant"
"domain","complaintsipzzx.shop","Mandiant"
"domain","condifendteu.sbs","Mandiant"
"domain","contemteny.site","Mandiant"
"domain","deallerospfosu.shop","Mandiant"
"domain","dilemmadu.site","Mandiant"
"domain","drawwyobstacw.sbs","Mandiant"
"domain","ehticsprocw.sbs","Mandiant"
"domain","enlargkiw.sbs","Mandiant"
"domain","faulteyotk.site","Mandiant"
"domain","goalyfeastz.site","Mandiant"
"domain","languagedscie.shop","Mandiant"
"domain","mathcucom.sbs","Mandiant"
"domain","mennyudosirso.shop","Mandiant"
"domain","metallygaricwo.shop","Mandiant"
"domain","milldymarskwom.shop","Mandiant"
"domain","opponnentduei.shop","Mandiant"
"domain","opposezmny.site","Mandiant"
"domain","puredoffustow.shop","Mandiant"
"domain","quialitsuzoxm.shop","Mandiant"
"domain","quotamkdsdqo.shop","Mandiant"
"domain","resinedyw.sbs","Mandiant"
"domain","seallysl.site","Mandiant"
"domain","servicedny.site","Mandiant"
"domain","vennurviot.sbs","Mandiant"
"domain","writerospzm.shop","Mandiant"
"url","https://allocatinow.sbs","Mandiant"
"url","https://condifendteu.sbs","Mandiant"
"url","https://drawwyobstacw.sbs","Mandiant"
"url","https://ehticsprocw.sbs","Mandiant"
"url","https://enlargkiw.sbs","Mandiant"
"url","https://mathcucom.sbs","Mandiant"
"url","https://resinedyw.sbs","Mandiant"
"url","https://vennurviot.sbs","Mandiant"
