"type","value","source"
"url","http://egovservice.in/dssrts/helpers/fonts/2024-National-Holidays-RH-PER_N-1/lns/2024-National-Holidays-RH-PER_N-1.pdf","public"
"url","http://egovservice.in/dssrts/helpers/fonts/2024-National-Holidays-RH-PER_N-1/lns/clinsixfer.elf","public"
"url","https://egovservice.in/130521/13","public"
"url","https://egovservice.in/130521/set_authority","public"
"url","https://egovservice.in/cmc","public"
"url","https://egovservice.in/dss","public"
"url","https://egovservice.in/dssrts","public"
"url","https://egovservice.in/dssrts/helpers/fonts/2024-National-Holidays-RH-PER_N-1","public"
"url","https://egovservice.in/dssrts/helpers/fonts/2024-National-Holidays-RH-PER_N-1/inst","public"
"url","https://egovservice.in/pakora/egovservice.in","public"
"url","https://egovservice.in/payroll_vvcmc","public"
"url","https://egovservice.in/testformonline/test_form","public"
"url","https://egovservice.in/vvcmc_safety_tank","public"
"url","https://egovservice.in/vvcmcrts","public"
"url","https://egovservice.in/vvcmcrtsballarpur72","public"
"url","https://modspaceinterior.com/wp-content/upgrade/01","public"
"url","https://modspaceinterior.com/wp-content/upgrade/01/NDC65-Updated-Schedule.hta","public"
"url","https://modspaceinterior.com/wp-content/upgrade/02/NDC65-Updated-Schedule.zip","public"
"url","https://nhp.mowr.gov.in/NHPMIS/TrainingMaterial/aspx/Security-Guidelines","public"
"url","https://nhp.mowr.gov.in/NHPMIS/TrainingMaterial/aspx/Security-Guidelines/wont","public"
"url","https://updates.widgetservicecenter.com/antivmcommand","public"
"hash_md5","0690116134586D41A23BAED300FC6355","public"
"hash_md5","0A67BFDA993152C93A212087677F9B60","public"
"hash_md5","0E57890A3BA16B1AC0117A624F262E61","public"
"hash_md5","0EB9E8BEC7CC70D603D2D8B6EFDD6BB5","public"
"hash_md5","1D65FA0457A9917809660FFF782689FE","public"
"hash_md5","32A44A8F7B722B078B647E82CB9E85CF","public"
"hash_md5","53EEBEDC3846B7CF5E29A90A5B96C803","public"
"hash_md5","57C2F8B4BBF4037439317A44C2263346","public"
"hash_md5","589A65E0F3FE6777D17D0AC36AB07F6F","public"
"hash_md5","7637CBFA99110FE8E1074E7EAD66710E","public"
"hash_md5","83CE6EE6AD09A466EB96F347A8B0DC20","public"
"hash_md5","8CEEEEC0E33026114F028CBB006CB7FC","public"
"hash_md5","97C3328427B72F05F120E9A98B6F9B09","public"
"hash_md5","9D189E06D3C4CEFDD226E645A0B8BDB9","public"
"hash_md5","A2DC9654B99F656B4AB30CF5D97FE2E1","public"
"hash_md5","A5410B76D0CB36786E00D2968D3AB6E4","public"
"hash_md5","B45AA156AEF2AD2C77B7C623A222F453","public"
"hash_md5","B5E71FF3932C5EF6319B7CA70F7BA8DA","public"
"hash_md5","C952ACA2036D6646C0CFFDE9E6F22775","public"
"hash_md5","CF6681CF1F765EDB6CAE81EEED389F78","public"
"hash_md5","E165114280204C39E99CF0C650477BF8","public"
"hash_md5","EF40F484E095F0F6F207139CB870A16E","public"
"hash_md5","F404496ABCCFA93EED5DFDA9D8A53DC6","public"
"domain","cmc.egovservice.in","public"
"domain","cpanel.egovservice.in","public"
"domain","cpcalendars.egovservice.in","public"
"domain","cpcontacts.egovservice.in","public"
"domain","drjagrutichavan.com","public"
"domain","dss.egovservice.in","public"
"domain","educationportals.in","public"
"domain","egovservice.in","public"
"domain","gadchiroli.egovservice.in","public"
"domain","mail.egovservice.in","public"
"domain","modspaceinterior.com","public"
"domain","nhp.mowr.gov.in","public"
"domain","pakola.egovservice.in","public"
"domain","pakora.egovservice.in","public"
"domain","pen.egovservice.in","public"
"domain","updates.biossysinternal.com","public"
"domain","updates.widgetservicecenter.com","public"
"domain","webdisk.egovservice.in","public"
"domain","webmail.egovservice.in","public"
"domain","www.cmc.egovservice.in","public"
"domain","www.dss.egovservice.in","public"
"domain","www.egovservice.in","public"
"domain","www.pakola.egovservice.in","public"
"domain","www.pakora.egovservice.in","public"
