"type","value","source","articlename"
"ip","178.156.128.182","Mandiant","Actor of Unknown Motivations Leverages FAKETREFF.csv"
"hash_md5","dd7fa15e22c739c63a092bee501ddc33","Mandiant","Financially Motivated Threat Actor Distributes.csv"
"ip","104.16.230.132","Mandiant","Suspected Financially Motivated.csv"
