"type","value","source"
"domain","wiki-travel.space","Mandiant"
"hash_md5","b81ef10c58191a59787125c1e8946994","Mandiant"
"domain","api.fastrdp.online","Mandiant"
"hash_md5","aea5d7f8194b7348694dcad7a518af86","Mandiant"
"hash_md5","880e7ceb586e5376a8d52c737ea886ea","Mandiant"
"hash_md5","858d0159376fe88958246c9feb36c37c","Mandiant"
"hash_md5","7b87086c556e7bb0165884061b27527b","Mandiant"
"hash_md5","695d2b71d7ab2c2fa8851bccaf2bd7ef","Mandiant"
"hash_md5","23e5b09b62fbe5acc4b596fbc1ea6aac","Mandiant"
"hash_md5","1e2760ee723d120faae7b9cbaa7c1585","Mandiant"
"domain","fastrdp.online","Mandiant"
"domain","virtual-managment.site","Mandiant"
"hash_md5","29048dc6d28829c7ef843243c2e1668c","Mandiant"
