type,value,source,articlename
domain,backblazeb2.com,Google TI,"Unknown Threat Group Targeting US Universities with Trojanized NSIS Installers, Hidden Python Environments, and NetSupport RAT Deployments.csv"
domain,killianvoice.icu,Google TI,"Unknown Threat Group Targeting US Universities with Trojanized NSIS Installers, Hidden Python Environments, and NetSupport RAT Deployments.csv"
domain,mofakaniggas.info,Google TI,"Unknown Threat Group Targeting US Universities with Trojanized NSIS Installers, Hidden Python Environments, and NetSupport RAT Deployments.csv"
domain,sketchup.sbs,Google TI,"Unknown Threat Group Targeting US Universities with Trojanized NSIS Installers, Hidden Python Environments, and NetSupport RAT Deployments.csv"
domain,windsurf.sbs,Google TI,"Unknown Threat Group Targeting US Universities with Trojanized NSIS Installers, Hidden Python Environments, and NetSupport RAT Deployments.csv"
domain,fliqr.codes,Google TI,Suspected Iranian Espionage Actors Target Multiple Industry Verticals Globally with Custom Backdoors and Legitimate Remote Access Tools
hash_md5,3c0238268ea94638cfe76969ae27e410,Threatview,Threatview
hash_md5,8067d537cff0e044f648f92fadf14aad,Threatview,Threatview
hash_md5,8f63bdeb4e53f6c5a21e15568e62a104,Threatview,Threatview
hash_md5,8f916b6661e013ffbf318ed78e24a7c2,Threatview,Threatview
hash_md5,b03dc9aa68cf813f52396203aad03b0b,Threatview,Threatview
hash_md5,fc37d1e1e4301e466bdf21c2c8107d61,Threatview,Threatview
hash_sha256,21ce0b0488e3beedcebda83ce18e64214897a21dc839bb437b497608ad95c50a,Google TI,"Unknown Threat Group Targeting US Universities with Trojanized NSIS Installers, Hidden Python Environments, and NetSupport RAT Deployments.csv"
hash_sha256,2311af7a68a583a140de7b912ab9e74864a83452e5df67747c773bb4413dab98,Google TI,"Unknown Threat Group Targeting US Universities with Trojanized NSIS Installers, Hidden Python Environments, and NetSupport RAT Deployments.csv"
hash_sha256,2bc6d94d53a8801b459c6fcb2ff12d4db913e3a198866bfc9838f583760b33ba,Threatview,Threatview
hash_sha256,45b1ebe366eaa0e37d434b78028b76ead5886798a8f8e99ae5749f67ea49d153,Google TI,"Unknown Threat Group Targeting US Universities with Trojanized NSIS Installers, Hidden Python Environments, and NetSupport RAT Deployments.csv"
hash_sha256,481234f9bcc2fe402b9707596228c9ef1b3f5bb82fdaac85b4a8850b70df1386,Google TI,"Unknown Threat Group Targeting US Universities with Trojanized NSIS Installers, Hidden Python Environments, and NetSupport RAT Deployments.csv"
hash_sha256,71fc23b2a88e44ab84060227cf86f3fafacf22c948fe3fc5aa641cd7390ac8d2,Threatview,Threatview
hash_sha256,7476636a89adcccaeeac7608205af40a8b83c5172550af09e19ea42b491d1347,Google TI,"Unknown Threat Group Targeting US Universities with Trojanized NSIS Installers, Hidden Python Environments, and NetSupport RAT Deployments.csv"
hash_sha256,b9363558a22b7498fa1c9786fa7106a1cb758c21c29955133e89afebf1b53ae3,Google TI,"Unknown Threat Group Targeting US Universities with Trojanized NSIS Installers, Hidden Python Environments, and NetSupport RAT Deployments.csv"
hash_sha256,c1b908abf6b9a81e66b6790c9afec9f69fa4bb854248466066c14106de7a0431,Google TI,"Unknown Threat Group Targeting US Universities with Trojanized NSIS Installers, Hidden Python Environments, and NetSupport RAT Deployments.csv"
hash_sha256,c21175ae968a98289d45d3636e9ef3dfd22d1ebf913fcf62a1315110e55b0205,Google TI,"Unknown Threat Group Targeting US Universities with Trojanized NSIS Installers, Hidden Python Environments, and NetSupport RAT Deployments.csv"
hash_sha256,ddceade244c636435f2444cd4c4d3dc161981f3af1f622c03442747ecef50888,Google TI,"Unknown Threat Group Targeting US Universities with Trojanized NSIS Installers, Hidden Python Environments, and NetSupport RAT Deployments.csv"
hash_sha256,fde72edebf9009880c8840f94bb3dc58cf91502dfa9704778a7bf5d954c01eb3,Google TI,"Unknown Threat Group Targeting US Universities with Trojanized NSIS Installers, Hidden Python Environments, and NetSupport RAT Deployments.csv"
