type,value,source,articlename
domain,doxc2-vqf.singer-bodners-bau-at-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,gentle-field-19a1.rivef70031.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-0qe.quickbooks-orcidinc-org-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-11g.benoit-diasdesousa-purem-fr-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-27s.closer-murraytitle.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-3ze.amro-derayaspeakers-cam-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-466.msal-ufl-edu-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-4e8.freyawilliams11-proton-me-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-4eo.dianna-mudmedia-co-nz-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-4lb.closer-murraytitle.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-75u.katkins-ibeta-com-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-7dm.mathieu-renon-lachal-org-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-8sn.fridaseaver.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-abh.ben-mylocalbobby-co-uk-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-as5.lauriebarce.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-bri.eghanem-ompowerservice-com-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-bve.admin-liebreichassociates-com-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-exy.singer-bodners-bau-at-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-f6o.quickbooks-orcidinc-org-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-fad.amy-samleycorp-com-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-fd2.chasyn-ystaas-cjyes-com-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-hmz.45aeaea6a562a240adba4d2c.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-j5h.subzero908.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-jdp.tbode-horstmachine-com-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-n3l.michael-gipson-ttbarge-com-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-n4t.7k9.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-q6t.lisa-trellisjewellery-co-uk-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-qtc.fridaseaver.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-r61.yvonne-womeninfootball-co-uk-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-shl.paul-bradigans-com-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-tyd.tbode-horstmachine-com-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-u76.mercedes-hcandersonroofing-com-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-umz.amy-samleycorp-com-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-un4.accountant-fitfranchisebrands-com-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-vp9.tonya-tulsasurgicalarts-com-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-vpt.scarecrow-inbox-eu-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-wnc.mtaj-leaddevelopment-ae-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-x3n.amy-samleycorp-com-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-ydx.templatecloudstoage-edocument01.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,index-zrx.hank-andrews-verusresearchs-net-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,internals-dynamic.log-internals.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,lucky-darkness-ec51.sadiri1121-7b0.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,page-adobe-082.setlement.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,page-docusign-vz7.billing-mikeallbert-com-s-account.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,proud-credit-c5be.sadiri1121-7b0.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,royal-cherry-2dcc.sadiri1121-7b0.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
domain,summer-art-bd01.rivef70031.workers.dev,Google TI,MS OAuth Phish Domains (AnyRun TI).csv
hash_md5,1b112a0728c06b49c2318d5eabe2f7d5,Google TI,Actor of Unknown Motivations Sends Phishing Emails with Attached QR Codes to Bypass Detections.csv
hash_md5,6eb641cf6a2bca349240ad4966c253cb,Google TI,Exploitation of CVE-2024-8190 in Ivanti Cloud Services Appliance (CSA) Products.csv
hash_md5,8c42359b190a689786705b4699ff6ab4,Google TI,Multiple Threat Actors Leveraging Fake Browser Update Lures to Distribute Malware.csv
hash_md5,117cf11f831bf97445383a9df11ab95c,Threatview,
hash_md5,1d74e5dc6f38931c7b7f69734739b603,Threatview,
hash_md5,20645214ed1106829d456ff52ed2e537,Threatview,
hash_md5,2b9bfc5f9bc639e27e2a61ed5d2d5005,Threatview,
hash_md5,3ba252288bde5cd59db0903b26edecd2,Threatview,
hash_md5,3f97f2a6766543f89e9400d3b429111a,Threatview,
hash_md5,422bf81af2f0e461ede2020648217e16,Threatview,
hash_md5,43d0eb5f6a992002e6a62dcac4a2e5e5,Threatview,
hash_md5,469830227a8a7684af22d42a96610053,Threatview,
hash_md5,4b253e532bc54f8eb155bf8fd64db3c9,Threatview,
hash_md5,4b8de8b9779a0c0b7acbde5d8e066369,Threatview,
hash_md5,4cfa5db4226278154c89e8f42be0ceff,Threatview,
hash_md5,50bb96874a06590ac6597cb6d244bbdf,Threatview,
hash_md5,5e5e0e2d96ae8c193ee30c8ad484e5cf,Threatview,
hash_md5,61fb80fc7ff2dceedb46f88d9d2599e2,Threatview,
hash_md5,6b0afae982f23b84712147a228886245,Threatview,
hash_md5,721de725ca2cb3e6a7b122bf0678660f,Threatview,
hash_md5,735c35446293b59551deee9aa8ec335f,Threatview,
hash_md5,7571f8ffd5b243f892961d4b09c69e36,Threatview,
hash_md5,78f50917b6e2f91808ee14ea774ca9ab,Threatview,
hash_md5,7be1f9a968c5b1567570e12738392d7c,Threatview,
hash_md5,8887b47d43df80b63f5802f86a5ed149,Threatview,
hash_md5,987e25ac2f34c3ed4571cf0b0282a8d7,Threatview,
hash_md5,a165dae54c7fa7eb95918ee93a055f78,Threatview,
hash_md5,a28389792a9f0ef4b69eda86958f1baa,Threatview,
hash_md5,a3bba6502f987efae30c3951313452e2,Threatview,
hash_md5,a6e04c4862ad3a202224fcc5623afabd,Threatview,
hash_md5,ad5358fa2b1ab62b14bcecb04fc75735,Threatview,
hash_md5,b6ef1cba60d9ee2e3463ae7e16fb583a,Threatview,
hash_md5,b70366535deff374a88c42a530df0d72,Threatview,
hash_md5,c5e3aeb72def4e422b48103a18d8f2d1,Threatview,
hash_md5,c6e8e9266a822905211f3e26def6a3f7,Threatview,
hash_md5,c8dbd37cd220b72548a1fdf919b4c71d,Threatview,
hash_md5,d45696ee33baef59ae97d7a54af221d7,Threatview,
hash_md5,d5d411d61b089d5761838138e7eb484a,Threatview,
hash_md5,d6296ad786e76b2dd1d7e6de897491d4,Threatview,
hash_md5,d8bb709d260df9dac2fad56bb1c47d5e,Threatview,
hash_md5,db1b11b63d631e2d0cebdefb322c2e7a,Threatview,
hash_md5,defb0393e2e7443c95b7fa7c983bb613,Threatview,
hash_md5,e14564da360ef1f8b98f253471e54557,Threatview,
hash_md5,e2ace0fefc172c3bd37a7b1ca6816957,Threatview,
hash_md5,e9815216a4c6e4fcff85ab3c86452ab2,Threatview,
hash_md5,ecbc53d2a5680b688d3326d93e373ce0,Threatview,
hash_md5,f02463bb05b85da1ed7d0f166174ef9c,Threatview,
hash_md5,f8ddfe1e532234bf9b998910c4db9036,Threatview,
hash_md5,fa2faedb5c694fb19b1fc181cf051cea,Threatview,
hash_md5,fdc517a2837b4d6b810be8f9a47f85be,Threatview,
hash_md5,fedbac4768636be461c284e60f1a44cf,Threatview,
hash_sha256,00f9ce65f9c5a17e3505ad295a2c0212baab3fcbc97612843a4e31c20648930a,Google TI,Actor of Unknown Motivations Targeting Brazilian Users via Whatsapp and Phishing Emails.csv
hash_sha256,00faaf6da8feebe21ac7b978d3ecab536a7fbd7b9b24cb63353a57f57bff6aea,Google TI,Actor of Unknown Motivations Sends Phishing Emails with Attached QR Codes to Bypass Detections.csv
hash_sha256,01d837990f0a43fa29a763c8968f96ed1b6d415f55f7291f6a9860b26232bafd,Google TI,APT43 Attempts Rapport Building via Email to Obtain Information and Harvest Credentials.csv
hash_sha256,0319caa640a29a0d17ab2fb779e46b2cea88e95314ddb8ef673d1c03e7a04449,Google TI,Actor of Unknown Motivations Sends Phishing Emails with Attached QR Codes to Bypass Detections.csv
hash_sha256,03b78a1d71192647cf4407cb23682d61459e75d722f4637c5bf5137936fbfe46,Google TI,Actor of Unknown Motivations Targeting Brazilian Users via Whatsapp and Phishing Emails.csv
hash_sha256,03ee0ab19f5c708b0f3bb0e7d3a959d35cdeba1d4ca85f93d7ea4657650c1150,Google TI,Actor of Unknown Motivations Targeting Brazilian Users via Whatsapp and Phishing Emails.csv
hash_sha256,04059a9fae8c1c84186f46d153068faa07918bd2765e7265810b934a1b8a4e3e,Google TI,Actor of Unknown Motivations Targeting Brazilian Users via Whatsapp and Phishing Emails.csv
hash_sha256,04c9b6be3ac1e8aef88b03371c7f347aecce08fa2a330b7d9d2ae0c18b1289bd,Google TI,Actor of Unknown Motivations Targeting Brazilian Users via Whatsapp and Phishing Emails.csv
hash_sha256,054575bb2f26e09c964a195d4fd7d3dfb8dd326e7edf3a157a3bc05c20f28c22,Google TI,Actor of Unknown Motivations Targeting Brazilian Users via Whatsapp and Phishing Emails.csv
hash_sha256,05884899527f6014b617b5a5a38560d14dec41431588766485a055dea1b5333a,Google TI,Actor of Unknown Motivations Sends Phishing Emails with Attached QR Codes to Bypass Detections.csv
hash_sha256,060f349bed114cbc7986e52ec38423537883a473198741835ce782b27dc2baa0,Google TI,Actor of Unknown Motivations Targeting Brazilian Users via Whatsapp and Phishing Emails.csv
hash_sha256,072c0b4fc1be41e1fa30ec10b56e5e17a45951b44eb4f99a20a2088d6eb57241,Google TI,Actor of Unknown Motivations Targeting Brazilian Users via Whatsapp and Phishing Emails.csv
hash_sha256,07b9adcd04fdf1e2204fcd70f0fc5e3bad7c9d22480d74c210f28ac295077af4,Google TI,Actor of Unknown Motivations Targeting Brazilian Users via Whatsapp and Phishing Emails.csv
hash_sha256,07e2307226aafdfd19ed5d9576ed031f317b596dc2be578b1c603c649d853daa,Google TI,Actor of Unknown Motivations Sends Phishing Emails with Attached QR Codes to Bypass Detections.csv
hash_sha256,0970125c440223389f32650e53febdec532d14a831e23c1c765e8f9faecd90e9,Google TI,Actor of Unknown Motivations Sends Phishing Emails with Attached QR Codes to Bypass Detections.csv
hash_sha256,0a3588c265e60d37601a4182a2a03a16b4dbda187d97826ddb83998eaea6fe03,Google TI,Actor of Unknown Motivations Targeting Brazilian Users via Whatsapp and Phishing Emails.csv
hash_sha256,0ab3961a8e14d251b7823661154cac27f456f8e3d6eec971caf28fe4d29fa26f,Google TI,Actor of Unknown Motivations Targeting Brazilian Users via Whatsapp and Phishing Emails.csv
