type,value,source,articlename
domain,allocatinow.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,authorisev.site,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,bemuzzeki.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,condifendteu.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,contemteny.site,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,dilemmadu.site,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,drawwyobstacw.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,ehticsprocw.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,enlargkiw.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,exemplarou.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,exilepolsiy.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,faulteyotk.site,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,frizzettei.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,goalyfeastz.site,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,invinjurhey.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,isoplethui.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,laddyirekyi.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,mathcucom.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,opposezmny.site,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,resinedyw.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,seallysl.site,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,servicedny.site,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,vennurviot.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
domain,wickedneatr.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
url,https://allocatinow.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
url,https://condifendteu.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
url,https://drawwyobstacw.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
url,https://ehticsprocw.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
url,https://enlargkiw.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
url,https://mathcucom.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
url,https://resinedyw.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
url,https://vennurviot.sbs,Mandiant,indicators-campaign--3ac8d482-a08f-549a-9b5d-7b6435471a94.csv
ip,162.55.47.21,Mandiant,indicators-campaign--cea8e459-d40b-5543-ba41-ecb7996ca989.csv
ip,31.172.79.203,Mandiant,indicators-campaign--cea8e459-d40b-5543-ba41-ecb7996ca989.csv
