type,value,source,articlename
domain,250316get.radiofypro.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,910cf351-a05d-4f67-ab8e-6f62cfa8e26d.dnshook.site,Google TI,Pawn Storm Campaign Deploys PRISMEX to Target Defense and Logistics Infrastructure.csv
domain,allmanualsreader.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,allmanualsreaderapp.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,anyproductmanual.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.1r2htpstv0jyv4gr3j.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.42a2hudcuvftqlmit2.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.70auafupm65nqe3fgu.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.78kwijczjz0mcig0f0.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.85etpt40zf7ht4yd1u.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.a0gqe1qgc42f7tznem.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.b7veke4i01.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.bsztnpu89gqd53yh5k.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.caw9xj0jib229nw1zx.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.cjby76nlcynrc4jvrb.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.ckvlhijb4e8g0yatim.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.d15w65aql3qzgykf4t.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.g7dcfepqw0iomnin93.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.h06bwr0wg9iyy8ygl0.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.j6vmldsufhwx8zn69z.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.k2ioeasm874fnacr9x.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.meg7xqos0m7h9urhr0.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.mixpnl.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.mxpanel.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.nk99s1s3zkutjlyodx.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.opfktvbbb0d5pphzlc.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.pyej17uw09d1bqlndg.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.rmr6qd1zy9hyafyzk2.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.tet6gxhts52100v7ey.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.uode7wkkvojxsfpom0.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,api.vtqgo0729ilnmyxs9q.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,askbettyhow.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,beastpdf.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,bestmanualviewer.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,bestmanualviewerapp.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,bestusermanual.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,changeintopdf.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,cjby76nlcynrc4jvrb.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,ckvlhijb4e8g0yatim.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,classic8ball.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,convert.effortlesspdf.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,convert.rocketpdfpro.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,crosswordfunzone.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,dbca10b5-63e0-42ec-ad10-de13be96dc42.dnshook.site,Google TI,Pawn Storm Campaign Deploys PRISMEX to Target Defense and Logistics Infrastructure.csv
domain,download.allmanualsreader.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.anyproductmanual.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.askbettyhow.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.cjby76nlcynrc4jvrb.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.classic8ball.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.crosswordfunzone.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.gocookmate.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.justaskjacky.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.manualreaderpro.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.manualshq.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.openmymanual.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.pdfblitz.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.playcandybreaker.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.playclassicfallingblocks.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.playclassicminesweeper.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.playclassicsnake.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.playclassicsudoku.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.playcrosswordnow.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.playminesweepernow.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.playthecheckers.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.playthechess.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.playtheminesweeper.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.playthesolitaire.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.playthewhoot.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.quickmanualreader.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
domain,download.shoot8ball.com,Google TI,Actor of Undetermined Motivations Utilizes Trojanized Installers and Malicious Node.js Scripts for Persistence and Discovery.csv
