type,value,source,articlename
domain,claude.tapnetic.pro,Google TI,"Malicious Campaign of 30 Chrome “AI Tools” Shared Code, Infrastructure, and Anonymous Creator.csv"
domain,hightkdhe.store,Google TI,APT37’s Ruby Jumper Malware Targets Air-Gapped Windows Networks with USB-Based Attacks.csv
domain,homeatedke.store,Google TI,APT37’s Ruby Jumper Malware Targets Air-Gapped Windows Networks with USB-Based Attacks.csv
domain,onlineapp.pro,Google TI,"Malicious Campaign of 30 Chrome “AI Tools” Shared Code, Infrastructure, and Anonymous Creator.csv"
domain,philion.store,Google TI,APT37’s Ruby Jumper Malware Targets Air-Gapped Windows Networks with USB-Based Attacks.csv
domain,tapnetic.pro,Google TI,"Malicious Campaign of 30 Chrome “AI Tools” Shared Code, Infrastructure, and Anonymous Creator.csv"
hash_md5,721de725ca2cb3e6a7b122bf0678660f,Threatview,Threatview
hash_sha256,caab341a35badbc65046bd02efa9ad2fe2671eb80ece0f2fa9cf70f5d7f4bedc,Google TI,MAR-25993211-r1.v2 Ivanti Connect Secure (RESURGE)  CISA.csv
ip_address,165.232.134.33,Google TI,APT37’s Ruby Jumper Malware Targets Air-Gapped Windows Networks with USB-Based Attacks.csv
ip_address,198.54.116.49,Google TI,APT37’s Ruby Jumper Malware Targets Air-Gapped Windows Networks with USB-Based Attacks.csv
ip_address,76.76.21.21,Google TI,"Malicious Campaign of 30 Chrome “AI Tools” Shared Code, Infrastructure, and Anonymous Creator.csv"
ip_address,76.76.21.22,Google TI,"Malicious Campaign of 30 Chrome “AI Tools” Shared Code, Infrastructure, and Anonymous Creator.csv"
