type,value,source,articlename
domain,archivabbles.com,Google TI,Actor of Unknown Motivations Leverages Fake PDF Converter Site to Deliver Malware and Suspected Adware.csv
domain,b-cdn.net,Google TI,Actor of Unknown Motivations Leverages Fake PDF Converter Site to Deliver Malware and Suspected Adware.csv
domain,cloudpromo.xyz,Google TI,Suspected Financially Motivated Group conducts Cryptomining Campaign.csv
domain,cloudprovision.xyz,Google TI,Suspected Financially Motivated Group conducts Cryptomining Campaign.csv
domain,compressing-lets-4.com,Google TI,Actor of Unknown Motivations Leverages Fake PDF Converter Site to Deliver Malware and Suspected Adware.csv
domain,conhost.xyz,Google TI,Suspected Financially Motivated Group conducts Cryptomining Campaign.csv
domain,conhostservice.xyz,Google TI,Suspected Financially Motivated Group conducts Cryptomining Campaign.csv
domain,d.webfreepdf.com,Google TI,Actor of Unknown Motivations Leverages Fake PDF Converter Site to Deliver Malware and Suspected Adware.csv
domain,dllcode.org,Google TI,Suspected Financially Motivated Group conducts Cryptomining Campaign.csv
domain,download.pdfize.xyz,Google TI,Actor of Unknown Motivations Leverages Fake PDF Converter Site to Deliver Malware and Suspected Adware.csv
domain,downloadzipitnow.com,Google TI,Actor of Unknown Motivations Leverages Fake PDF Converter Site to Deliver Malware and Suspected Adware.csv
domain,download-zip-it-now.com,Google TI,Actor of Unknown Motivations Leverages Fake PDF Converter Site to Deliver Malware and Suspected Adware.csv
domain,eqmos.xyz,Google TI,Suspected Financially Motivated Group conducts Cryptomining Campaign.csv
domain,ermos.xyz,Google TI,Suspected Financially Motivated Group conducts Cryptomining Campaign.csv
domain,etmos.xyz,Google TI,Suspected Financially Motivated Group conducts Cryptomining Campaign.csv
domain,eventuallogic.com,Google TI,Actor of Unknown Motivations Leverages Fake PDF Converter Site to Deliver Malware and Suspected Adware.csv
domain,everviaf.com,Google TI,Actor of Unknown Motivations Leverages Fake PDF Converter Site to Deliver Malware and Suspected Adware.csv
domain,ewmos.xyz,Google TI,Suspected Financially Motivated Group conducts Cryptomining Campaign.csv
domain,fast-updates.com,Google TI,Actor of Unknown Motivations Leverages Fake PDF Converter Site to Deliver Malware and Suspected Adware.csv
domain,ftpsoftware.xyz,Google TI,Suspected Financially Motivated Group conducts Cryptomining Campaign.csv
domain,ftpsystem.xyz,Google TI,Suspected Financially Motivated Group conducts Cryptomining Campaign.csv
domain,getpdfdash.com,Google TI,Actor of Unknown Motivations Leverages Fake PDF Converter Site to Deliver Malware and Suspected Adware.csv
domain,getpdfizer.com,Google TI,Actor of Unknown Motivations Leverages Fake PDF Converter Site to Deliver Malware and Suspected Adware.csv
domain,getpdfpower.com,Google TI,Actor of Unknown Motivations Leverages Fake PDF Converter Site to Deliver Malware and Suspected Adware.csv
domain,getpdftiger.com,Google TI,Actor of Unknown Motivations Leverages Fake PDF Converter Site to Deliver Malware and Suspected Adware.csv
domain,gototopweb.xyz,Google TI,Suspected Financially Motivated Group conducts Cryptomining Campaign.csv
domain,idserver.xyz,Google TI,Suspected Financially Motivated Group conducts Cryptomining Campaign.csv
domain,idserverbackup.xyz,Google TI,Suspected Financially Motivated Group conducts Cryptomining Campaign.csv
domain,j.pdfwaver.com,Google TI,Actor of Unknown Motivations Leverages Fake PDF Converter Site to Deliver Malware and Suspected Adware.csv
domain,l.pdf-izer.com,Google TI,Actor of Unknown Motivations Leverages Fake PDF Converter Site to Deliver Malware and Suspected Adware.csv
domain,letscompr.com,Google TI,Actor of Unknown Motivations Leverages Fake PDF Converter Site to Deliver Malware and Suspected Adware.csv
domain,letscompress.online,Google TI,Actor of Unknown Motivations Leverages Fake PDF Converter Site to Deliver Malware and Suspected Adware.csv
domain,lets-compress-tool.com,Google TI,Actor of Unknown Motivations Leverages Fake PDF Converter Site to Deliver Malware and Suspected Adware.csv
domain,licencemanagers.azurewebsites.net,Google TI,New EMOJIPOLL and POLARDROP Malware Identified in UNC1549 Recruitment-Themed Campaign.csv
domain,magicam.xyz,Google TI,Suspected Financially Motivated Group conducts Cryptomining Campaign.csv
domain,msedge.xyz,Google TI,Suspected Financially Motivated Group conducts Cryptomining Campaign.csv
domain,msguard.xyz,Google TI,Suspected Financially Motivated Group conducts Cryptomining Campaign.csv
domain,msvds1.xyz,Google TI,Suspected Financially Motivated Group conducts Cryptomining Campaign.csv
domain,msvds2.xyz,Google TI,Suspected Financially Motivated Group conducts Cryptomining Campaign.csv
